125048040	0.0858478
125048041	0.0858478
125048042	0.0852034
125048043	0.0850423
125048044	0.0835923
125048045	0.0852034
125048046	0.0852034
125048047	0.0847201
125048048	0.0847201
125048049	0.0852034
125048050	0.08729780000000001
125048051	0.0847201
125048052	0.08455900000000001
125048053	0.08455900000000001
125048054	0.0842367
125048055	0.0818201
125048056	0.08439780000000001
125048057	0.0842367
125048058	0.08439780000000001
125048059	0.08455900000000001
125048060	0.0848812
125048061	0.0852034
125048062	0.0842367
125048063	0.08407560000000001
125048064	0.083109
125048065	0.0819812
125048066	0.0803702
125048067	0.08278680000000001
125048068	0.0821423
125048069	0.08165900000000001
125048070	0.08117569999999999
125048071	0.0819812
125048072	0.0806924
125048073	0.0790813
125048074	0.0803702
125048075	0.0797257
125048076	0.0781146
125048077	0.0789202
125048078	0.078598
125048079	0.0769869
125048080	0.0781146
125048081	0.0781146
125048082	0.07956460000000001
125048083	0.07714800000000001
125048084	0.0763425
125048085	0.0768258
125048086	0.07553689999999999
125048087	0.0724759
125048088	0.07553689999999999
125048089	0.07505360000000001
125048090	0.07505360000000001
125048091	0.07505360000000001
125048092	0.07505360000000001
125048093	0.075698
125048094	0.0736036
125048095	0.0734425
125048096	0.0727981
125048097	0.07215369999999999
125048098	0.071187
125048099	0.0723148
125048100	0.07134810000000001
125048101	0.0718315
125048102	0.07134810000000001
125048103	0.0729592
125048104	0.071187
125048105	0.071187
125048106	0.0703815
125048107	0.071187
125048108	0.0679649
125048109	0.0694148
125048110	0.0689315
125048111	0.06860930000000001
125048112	0.0684482
125048113	0.0687704
125048114	0.0715092
125048115	0.0679649
125048116	0.0674815
125048117	0.0674815
125048118	0.0663538
125048119	0.0649038
125048120	0.066676
125048121	0.06619270000000001
125048122	0.06651489999999999
125048123	0.06522599999999999
125048124	0.066676
125048125	0.0650649
125048126	0.0649038
125048127	0.0645816
125048128	0.0647427
125048129	0.061842799999999996
125048130	0.06361499999999999
125048131	0.06361499999999999
125048132	0.0629705
125048133	0.06313160000000001
125048134	0.06313160000000001
125048135	0.0647427
125048136	0.06248719999999999
125048137	0.061842799999999996
125048138	0.0620039
125048139	0.059909500000000004
125048140	0.05974840000000001
125048141	0.0616817
125048142	0.060715
125048143	0.060715
125048144	0.060392799999999996
125048145	0.060715
125048146	0.06329270000000001
125048147	0.05942619999999999
125048148	0.0591039
125048149	0.05942619999999999
125048150	0.05797619999999999
125048151	0.055881799999999995
125048152	0.05829840000000001
125048153	0.0587817
125048154	0.058459500000000005
125048155	0.05797619999999999
125048156	0.0589428
125048157	0.057654
125048158	0.057654
125048159	0.056204
125048160	0.05652619999999999
125048161	0.055881799999999995
125048162	0.0557207
125048163	0.0560429
125048164	0.056204
125048165	0.0553985
125048166	0.0555596
125048167	0.055881799999999995
125048168	0.0550763
125048169	0.054754
125048170	0.054754
125048171	0.05491519999999999
125048172	0.0529819
125048173	0.0523374
125048174	0.0539485
125048175	0.0537874
125048176	0.05330409999999999
125048177	0.0536263
125048178	0.054754
125048179	0.053142999999999996
125048180	0.0523374
125048181	0.05185409999999999
125048182	0.051692999999999996
125048183	0.0515319
125048184	0.0491153
125048185	0.05137080000000001
125048186	0.0512097
125048187	0.0510486
125048188	0.05185409999999999
125048189	0.05330409999999999
125048190	0.0495986
125048191	0.0500819
125048192	0.0505652
125048193	0.0494375
125048194	0.0473431
125048195	0.0491153
125048196	0.0492764
125048197	0.0491153
125048198	0.0491153
