0	8.1378
1	8.2111
2	8.2698
3	8.2845
4	8.2405
5	8.1818
6	8.1525
7	8.1525
8	8.2111
9	8.2698
10	8.3138
11	8.2991
12	8.2551
13	8.1965
14	8.1818
15	8.2111
16	8.2698
17	8.3284
18	8.3578
19	8.3138
20	8.2551
21	8.2258
22	8.2258
23	8.2698
24	8.3284
25	8.3724
26	8.3724
27	8.3284
28	8.2698
29	8.2405
30	8.2551
31	8.3138
32	8.3724
33	8.4018
34	8.3724
35	8.3284
36	8.2698
37	8.2551
38	8.2991
39	8.3578
40	8.4018
41	8.4164
42	8.3724
43	8.3138
44	8.2845
45	8.2845
46	8.3284
47	8.3871
48	8.4164
49	8.4018
50	8.3431
51	8.2991
52	8.2698
53	8.2991
54	8.3578
55	8.4164
56	8.4164
57	8.3871
58	8.3284
59	8.2845
60	8.2845
61	8.3284
62	8.3871
63	8.4164
64	8.4164
65	8.3578
66	8.2991
67	8.2698
68	8.2845
69	8.3431
70	8.4018
71	8.4164
72	8.3871
73	8.3284
74	8.2698
75	8.2551
76	8.2991
77	8.3578
78	8.3871
79	8.3871
80	8.3431
81	8.2698
82	8.2405
83	8.2405
84	8.2845
85	8.3431
86	8.3724
87	8.3431
88	8.2845
89	8.2258
90	8.2111
91	8.2405
92	8.2845
93	8.3431
94	8.3431
95	8.2991
96	8.2258
97	8.1818
98	8.1818
99	8.2258
100	8.2698
101	8.3138
102	8.2991
103	8.2405
104	8.1672
105	8.1525
106	8.1672
107	8.2111
108	8.2698
109	8.2698
110	8.2405
111	8.1818
112	8.1232
113	8.1232
114	8.1525
115	8.2111
116	8.2405
117	8.2405
118	8.1818
119	8.1232
120	8.0938
121	8.1085
122	8.1525
123	8.2111
124	8.2258
125	8.1965
126	8.1378
127	8.0938
128	8.0645
129	8.1085
130	8.1672
131	8.1965
132	8.1965
133	8.1672
134	8.1085
135	8.0645
136	8.0792
137	8.1232
138	8.1818
139	8.2111
140	8.1965
141	8.1378
142	8.0938
143	8.0792
144	8.1085
145	8.1525
146	8.2111
147	8.2111
148	8.1818
149	8.1378
150	8.0938
151	8.0938
152	8.1525
153	8.2111
154	8.2405
155	8.2405
156	8.1965
157	8.1378
158	8.1232
159	8.1525
160	8.2111
161	8.2551
162	8.2845
163	8.2551
164	8.1965
165	8.1672
166	8.1672
167	8.2111
168	8.2698
169	8.3138
170	8.3138
171	8.2698
172	8.2258
173	8.1965
174	8.2258
175	8.2845
176	8.3284
177	8.3578
178	8.3284
179	8.2845
180	8.2405
181	8.2405
182	8.2845
183	8.3284
184	8.3724
185	8.3724
186	8.3431
187	8.2845
188	8.2551
189	8.2698
190	8.3138
191	8.3724
192	8.3871
193	8.3724
194	8.3284
195	8.2698
196	8.2551
197	8.2991
198	8.3431
199	8.3724
200	8.3871
201	8.3578
202	8.2991
203	8.2551
204	8.2551
205	8.2991
206	8.3431
207	8.3871
208	8.3578
209	8.3138
210	8.2551
211	8.2405
212	8.2551
213	8.2991
214	8.3431
215	8.3578
216	8.3284
217	8.2698
218	8.2111
219	8.2111
220	8.2405
221	8.2991
222	8.3284
223	8.3284
224	8.2698
225	8.2111
226	8.1818
227	8.1965
228	8.2405
229	8.2845
230	8.2991
231	8.2698
232	8.2258
233	8.1672
234	8.1525
235	8.1818
236	8.2405
237	8.2698
238	8.2698
239	8.2258
240	8.1672
241	8.1378
242	8.1378
243	8.1818
244	8.2258
245	8.2405
246	8.2258
247	8.1672
248	8.1232
249	8.1085
250	8.1232
251	8.1818
252	8.2258
253	8.2258
254	8.1818
255	8.1378
256	8.0938
257	8.0792
258	8.1232
259	8.1672
260	8.1965
261	8.1818
262	8.1232
263	8.0792
264	8.0499
265	8.0645
266	8.1085
267	8.1525
268	8.1672
269	8.1378
270	8.0792
271	8.0205
272	8.0205
273	8.0352
274	8.0938
275	8.1232
276	8.1232
277	8.0792
278	8.0205
279	7.9912
280	7.9912
281	8.0352
282	8.0792
283	8.0938
284	8.0792
285	8.0205
286	7.9619
287	7.9472
288	7.9765
289	8.0205
290	8.0645
291	8.0645
292	8.0352
293	7.9765
294	7.9326
295	7.9326
296	7.9619
